elementary art,1,STEAM+,K-3,,,,,,,,,,,,,,,,,,,
biomedical instrumentation,1,E,12-Sep,,,,,,,,,,,,,,,,,,,
geometry for k12 derivative and integrals,1,SM,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
#eld,1,TA+,08-Jul,,,,,,,,,,,,,,,,,,,
sharing,1,+,noK12,,,,,,,,,,,,,,,,,,,
emerging reading skills,1,SM+,K-3,,,,,,,,,,,,,,,,,,,
accessability,1,TM+,12-Sep,,,,,,,,,,,,,,,,,,,
sk,1,A,K-3,,,,,,,,,,,,,,,,,,,
english reading writing,1,+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
mysticism,1,+,noK12,,,,,,,,,,,,,,,,,,,
metaphysics,1,+,noK12,,,,,,,,,,,,,,,,,,,
botany,1,S,noK12,,,,,,,,,,,,,,,,,,,
agriculture,1,S,noK12,,,,,,,,,,,,,,,,,,,
pbl,1,T+,noK12,,,,,,,,,,,,,,,,,,,
#architecture,1,STEA+,noK12,,,,,,,,,,,,,,,,,,,
asia,1,T+,noK12,,,,,,,,,,,,,,,,,,,
career readiness,1,+,noK12,,,,,,,,,,,,,,,,,,,
digital learning,1,T,noK12,,,,,,,,,,,,,,,,,,,
adult learners,1,+,noK12,,,,,,,,,,,,,,,,,,,
engineering mechanics,1,E,noK12,,,,,,,,,,,,,,,,,,,
reading comprehension,1,TA+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
esthetics,1,S,noK12,,,,,,,,,,,,,,,,,,,
phases of matter,1,S,"4-6, 7-8, 9-12, 1-3",,,,,,,,,,,,,,,,,,,
strategies for success,1,A+,12-Sep,,,,,,,,,,,,,,,,,,,
stem,1,STEAM+,"K-3, 4-6, 7-8, 9-12, noK12",,,,,,,,,,,,,,,,,,,
.,1,+,noK12,,,,,,,,,,,,,,,,,,,
central role,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
math team,1,M,06-Apr,,,,,,,,,,,,,,,,,,,
quality of life,1,+,noK12,,,,,,,,,,,,,,,,,,,
cultural studies,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
gafe,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
#lessonplans #activities #listeningexercises #pronunciation #practicalideas,1,TA,noK12,,,,,,,,,,,,,,,,,,,
public speaking,1,STAM+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
structural engineering,1,E,noK12,,,,,,,,,,,,,,,,,,,
art and design,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
#science,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
#coastal navigation,1,+,noK12,,,,,,,,,,,,,,,,,,,
automobile,1,STE,noK12,,,,,,,,,,,,,,,,,,,
social justice,1,ST+,12-Sep,,,,,,,,,,,,,,,,,,,
silhouette animation,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
poetry,1,A+,"7-8, 9-12, noK12",,,,,,,,,,,,,,,,,,,
dfferential equations,1,M,noK12,,,,,,,,,,,,,,,,,,,
maker movement,1,A,noK12,,,,,,,,,,,,,,,,,,,
funções,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
computer gaming history science musicpercussion audiovisual movieproduction greenscreen,1,STEAM+,"K-3, 4-6, 7-8",,,,,,,,,,,,,,,,,,,
digital literacy,1,+,12-Sep,,,,,,,,,,,,,,,,,,,
power plant instrumentation,1,E,12-Sep,,,,,,,,,,,,,,,,,,,
space exploration,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
multiplication,1,SM+,"K-3, 1-3",,,,,,,,,,,,,,,,,,,
elementary language arts,1,STEAM+,K-3,,,,,,,,,,,,,,,,,,,
arabic,1,+,noK12,,,,,,,,,,,,,,,,,,,
french teacher,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
computer teacher,1,STEAM+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
second language acquisition,1,A,noK12,,,,,,,,,,,,,,,,,,,
13,1,SM,K-3,,,,,,,,,,,,,,,,,,,
orthodontics,1,S,noK12,,,,,,,,,,,,,,,,,,,
constuctive,1,SA+,12-Sep,,,,,,,,,,,,,,,,,,,
musica,1,A,12-Sep,,,,,,,,,,,,,,,,,,,
metabolic processes,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
9,1,SM,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
minecraft,1,STE,"K-3, 4-6, 7-8",,,,,,,,,,,,,,,,,,,
split grades,1,SAM,K-3,,,,,,,,,,,,,,,,,,,
letters,1,T+,noK12,,,,,,,,,,,,,,,,,,,
#languagearts,1,TA+,08-Jul,,,,,,,,,,,,,,,,,,,
novels,1,A+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
physical education,1,STEA+,"4-6, 7-8, 9-12, noK12",,,,,,,,,,,,,,,,,,,
aesthetics,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
medical technologies,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
estatística,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
population dynamics,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
evidence based medicine,1,S,noK12,,,,,,,,,,,,,,,,,,,
evaluate,1,T,noK12,,,,,,,,,,,,,,,,,,,
early learning,1,STEAM+,K-3,,,,,,,,,,,,,,,,,,,
#medicine,1,S,noK12,,,,,,,,,,,,,,,,,,,
consumer math,1,STM+,12-Sep,,,,,,,,,,,,,,,,,,,
boston,1,SEAM,06-Apr,,,,,,,,,,,,,,,,,,,
special ed,1,M,06-Apr,,,,,,,,,,,,,,,,,,,
reinforcement,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
human rights and responsibilities,1,TA+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
sing,1,A,12-Sep,,,,,,,,,,,,,,,,,,,
work force,1,TM+,12-Sep,,,,,,,,,,,,,,,,,,,
english second language,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
elementary subjects,1,STEAM+,noK12,,,,,,,,,,,,,,,,,,,
finite element methods,1,STEAM,noK12,,,,,,,,,,,,,,,,,,,
public health issues,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
embed code,1,SAM+,12-Sep,,,,,,,,,,,,,,,,,,,
environmental science,1,STEM,12-Sep,,,,,,,,,,,,,,,,,,,
early childhood education,1,STEAM+,K-3,,,,,,,,,,,,,,,,,,,
ethics,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
#applied,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
efl language learning,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
life science,1,S,noK12,,,,,,,,,,,,,,,,,,,
leadership,1,E,noK12,,,,,,,,,,,,,,,,,,,
international,1,STM+,06-Apr,,,,,,,,,,,,,,,,,,,
wave nature of light,1,ST,12-Sep,,,,,,,,,,,,,,,,,,,
phonetics and phonology,1,A+,noK12,,,,,,,,,,,,,,,,,,,
filmmaking,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
",general special education",1,T,noK12,,,,,,,,,,,,,,,,,,,
food technology,1,+,noK12,,,,,,,,,,,,,,,,,,,
indigenous cultures,1,A+,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
ipad,1,A,K-3,,,,,,,,,,,,,,,,,,,
games in education,1,+,noK12,,,,,,,,,,,,,,,,,,,
matemática financeira,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
tasks,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
spanish instruction,1,+,noK12,,,,,,,,,,,,,,,,,,,
energy and momentum,1,ST,12-Sep,,,,,,,,,,,,,,,,,,,
#chemistry,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
179,1,S+,noK12,,,,,,,,,,,,,,,,,,,
aquaculture,1,S,noK12,,,,,,,,,,,,,,,,,,,
fashion design,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
elementary arithmetic,1,+,noK12,,,,,,,,,,,,,,,,,,,
high school chemistry,1,SM,12-Sep,,,,,,,,,,,,,,,,,,,
socioscientific issues,1,S,noK12,,,,,,,,,,,,,,,,,,,
visual basic 6,1,T,12-Sep,,,,,,,,,,,,,,,,,,,
innovative teaching,1,S,noK12,,,,,,,,,,,,,,,,,,,
pathogens and diseases,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
#technicaldraw,1,STEA+,noK12,,,,,,,,,,,,,,,,,,,
subtraction with and without borrowing,1,SM+,K-3,,,,,,,,,,,,,,,,,,,
law,1,T+,12-Sep,,,,,,,,,,,,,,,,,,,
argumentation,1,STE,"4-6, 7-8",,,,,,,,,,,,,,,,,,,
food science,1,+,noK12,,,,,,,,,,,,,,,,,,,
#oral_medicine,1,S,noK12,,,,,,,,,,,,,,,,,,,
spanish conversation,1,+,noK12,,,,,,,,,,,,,,,,,,,
ancient greek,1,A+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
global perspectivr,1,TA,noK12,,,,,,,,,,,,,,,,,,,
preparatory class,1,A+,noK12,,,,,,,,,,,,,,,,,,,
strategies,1,TA+,"9-12, noK12",,,,,,,,,,,,,,,,,,,
portuguese,1,T+,noK12,,,,,,,,,,,,,,,,,,,
elementary ethics,1,STEAM+,K-3,,,,,,,,,,,,,,,,,,,
anatomy,1,S,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
tutor,1,S+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
allied health,1,S+,noK12,,,,,,,,,,,,,,,,,,,
college instruction,1,+,noK12,,,,,,,,,,,,,,,,,,,
integrated arts,1,STAM+,"K-3, 4-6, 7-8",,,,,,,,,,,,,,,,,,,
fluid pressure,1,ST,12-Sep,,,,,,,,,,,,,,,,,,,
blended,1,T+,12-Sep,,,,,,,,,,,,,,,,,,,
drawing & painting,1,A,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
structural mechanics,1,E,noK12,,,,,,,,,,,,,,,,,,,
corporate training,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
develop,1,T,noK12,,,,,,,,,,,,,,,,,,,
primary english,1,STAM,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
social reading,1,A,noK12,,,,,,,,,,,,,,,,,,,
digital marketing,1,+,noK12,,,,,,,,,,,,,,,,,,,
applied linguistics,1,A+,12-Sep,,,,,,,,,,,,,,,,,,,
food safety,1,+,noK12,,,,,,,,,,,,,,,,,,,
#teeth,1,S,noK12,,,,,,,,,,,,,,,,,,,
veterinary medicine,1,+,noK12,,,,,,,,,,,,,,,,,,,
aurora,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
applets,1,M,noK12,,,,,,,,,,,,,,,,,,,
academic upgrading,1,SM,12-Sep,,,,,,,,,,,,,,,,,,,
college algebra,1,M,noK12,,,,,,,,,,,,,,,,,,,
secondary school earth science,1,STE,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
enthusiastic,1,A,K-3,,,,,,,,,,,,,,,,,,,
human disease,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
careers,1,A+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
jk,1,A,K-3,,,,,,,,,,,,,,,,,,,
engineering math,1,E,12-Sep,,,,,,,,,,,,,,,,,,,
social work,1,A+,noK12,,,,,,,,,,,,,,,,,,,
#climatechange,1,STEA+,noK12,,,,,,,,,,,,,,,,,,,
decimals,1,STEAM,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
hindi,1,SAM+,K-3,,,,,,,,,,,,,,,,,,,
facilitating,1,+,noK12,,,,,,,,,,,,,,,,,,,
mindfulness,1,SM+,K-3,,,,,,,,,,,,,,,,,,,
study skills,1,A+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
design technology,1,STEAM+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
combination class,1,STEAM+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
freshmen university students,1,E,noK12,,,,,,,,,,,,,,,,,,,
states of matter,1,SM+,K-3,,,,,,,,,,,,,,,,,,,
gamification,1,+,noK12,,,,,,,,,,,,,,,,,,,
positive psychology,1,+,noK12,,,,,,,,,,,,,,,,,,,
mechanical systems,1,STE,"9-12, noK12",,,,,,,,,,,,,,,,,,,
graphic novels,1,+,noK12,,,,,,,,,,,,,,,,,,,
bilingual,1,STAM,K-3,,,,,,,,,,,,,,,,,,,
#orthodontics,1,S,noK12,,,,,,,,,,,,,,,,,,,
blended mode,1,T+,noK12,,,,,,,,,,,,,,,,,,,
new to steam,1,STEAM+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
10,1,S,noK12,,,,,,,,,,,,,,,,,,,
geology,1,STE,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
velocity and motion,1,SM,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
an english for preschool and school children,1,SAM+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
electrical power system,1,STE,12-Sep,,,,,,,,,,,,,,,,,,,
spirituality,1,+,noK12,,,,,,,,,,,,,,,,,,,
#english,1,TA+,08-Jul,,,,,,,,,,,,,,,,,,,
7,1,T+,noK12,,,,,,,,,,,,,,,,,,,
area measurement,1,M,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
english literature,1,+,noK12,,,,,,,,,,,,,,,,,,,
science fairs,1,SE,12-Sep,,,,,,,,,,,,,,,,,,,
energy and society,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
teacher collaboration,1,S,noK12,,,,,,,,,,,,,,,,,,,
grade2,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
self education,1,+,noK12,,,,,,,,,,,,,,,,,,,
applied science,1,TE,12-Sep,,,,,,,,,,,,,,,,,,,
production,1,STE,noK12,,,,,,,,,,,,,,,,,,,
kinematics,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
frações,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
university classroom,1,+,noK12,,,,,,,,,,,,,,,,,,,
power electronics,1,E,12-Sep,,,,,,,,,,,,,,,,,,,
horticulture,1,S,noK12,,,,,,,,,,,,,,,,,,,
conservation,1,STEAM+,noK12,,,,,,,,,,,,,,,,,,,
structures and mechanisms,1,STE,"4-6, 7-8, 9-12, noK12",,,,,,,,,,,,,,,,,,,
#environmentalplanning,1,STEA+,noK12,,,,,,,,,,,,,,,,,,,
web design,1,STE+,noK12,,,,,,,,,,,,,,,,,,,
6,1,SM,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
second language writing,1,A+,12-Sep,,,,,,,,,,,,,,,,,,,
clinical training,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
#smart,1,STEM,"4-6, 9-12",,,,,,,,,,,,,,,,,,,
agriculture and forestry,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
transdisciplinary,1,A+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
semantics,1,A,noK12,,,,,,,,,,,,,,,,,,,
interesting presentation,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
science fair supervisor,1,S,noK12,,,,,,,,,,,,,,,,,,,
applied mathematics,1,TE,12-Sep,,,,,,,,,,,,,,,,,,,
engineering reading writing,1,E,06-Apr,,,,,,,,,,,,,,,,,,,
8,1,SM,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
international studies,1,+,noK12,,,,,,,,,,,,,,,,,,,
water,1,ST,noK12,,,,,,,,,,,,,,,,,,,
database,1,STE+,noK12,,,,,,,,,,,,,,,,,,,
storybird,1,T,K-3,,,,,,,,,,,,,,,,,,,
discrete math,1,M,noK12,,,,,,,,,,,,,,,,,,,
materials,1,STEM,"noK12, 1-3",,,,,,,,,,,,,,,,,,,
l,1,+,12-Sep,,,,,,,,,,,,,,,,,,,
hispanic studies,1,+,noK12,,,,,,,,,,,,,,,,,,,
20,1,+,12-Sep,,,,,,,,,,,,,,,,,,,
visual arts,1,STEA+,"K-3, 4-6",,,,,,,,,,,,,,,,,,,
community partnerships,1,STAM+,"K-3, 4-6, 7-8",,,,,,,,,,,,,,,,,,,
#biology,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
health care,1,+,noK12,,,,,,,,,,,,,,,,,,,
money,1,SM+,K-3,,,,,,,,,,,,,,,,,,,
engineering contests,1,SE,12-Sep,,,,,,,,,,,,,,,,,,,
collabo,1,T,noK12,,,,,,,,,,,,,,,,,,,
multimedia assisted language learning,1,+,noK12,,,,,,,,,,,,,,,,,,,
ancient civilizations,1,A+,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
primary social studies,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
workshop,1,TE,12-Sep,,,,,,,,,,,,,,,,,,,
dialogue,1,T+,noK12,,,,,,,,,,,,,,,,,,,
job development,1,TM+,12-Sep,,,,,,,,,,,,,,,,,,,
northern canada,1,SAM+,"4-6, 7-8",,,,,,,,,,,,,,,,,,,
drama,1,STEA+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
neuroscience for education,1,+,noK12,,,,,,,,,,,,,,,,,,,
professional education,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
pressure,1,ST,12-Sep,,,,,,,,,,,,,,,,,,,
#economy,1,STEA+,noK12,,,,,,,,,,,,,,,,,,,
movement,1,STEAM+,"K-3, 4-6, 7-8, 9-12, 1-3",,,,,,,,,,,,,,,,,,,
media design,1,TE,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
health administration,1,+,noK12,,,,,,,,,,,,,,,,,,,
french,1,STEAM+,"K-3, 4-6, noK12",,,,,,,,,,,,,,,,,,,
world geography,1,SAM+,"4-6, 7-8",,,,,,,,,,,,,,,,,,,
medical device,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
western civilization,1,A+,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
human impact on the environment,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
crafts making,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
welding,1,STE,noK12,,,,,,,,,,,,,,,,,,,
business math,1,STM+,12-Sep,,,,,,,,,,,,,,,,,,,
u.s. history,1,A+,08-Jul,,,,,,,,,,,,,,,,,,,
history from middle age to contemporary,1,A+,noK12,,,,,,,,,,,,,,,,,,,
new technologies,1,STM,noK12,,,,,,,,,,,,,,,,,,,
artebrasil,1,A,12-Sep,,,,,,,,,,,,,,,,,,,
intuition,1,+,noK12,,,,,,,,,,,,,,,,,,,
nature learning,1,SEAM,06-Apr,,,,,,,,,,,,,,,,,,,
colleges,1,+,noK12,,,,,,,,,,,,,,,,,,,
liberal arts,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
informal education,1,STEAM+,noK12,,,,,,,,,,,,,,,,,,,
12-Sep,1,STEM,noK12,,,,,,,,,,,,,,,,,,,
engineering mathematics,1,EM,noK12,,,,,,,,,,,,,,,,,,,
dance,1,+,noK12,,,,,,,,,,,,,,,,,,,
ap physics 1,1,SM,12-Sep,,,,,,,,,,,,,,,,,,,
genetic processes,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
information and communications technology,1,TM+,12-Sep,,,,,,,,,,,,,,,,,,,
grade1,1,A,K-3,,,,,,,,,,,,,,,,,,,
global health,1,+,noK12,,,,,,,,,,,,,,,,,,,
shire,1,AM,12-Sep,,,,,,,,,,,,,,,,,,,
procedural thinking,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
basic principles of electrical engineering,1,E,12-Sep,,,,,,,,,,,,,,,,,,,
pre primary,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
teaching to postgraduates,1,S,noK12,,,,,,,,,,,,,,,,,,,
fifth grade,1,STAM,06-Apr,,,,,,,,,,,,,,,,,,,
augmentative technology,1,TM+,12-Sep,,,,,,,,,,,,,,,,,,,
rooms division,1,+,noK12,,,,,,,,,,,,,,,,,,,
food quality,1,+,noK12,,,,,,,,,,,,,,,,,,,
#esl #english #china,1,+,noK12,,,,,,,,,,,,,,,,,,,
occasional teacher,1,STAM,06-Apr,,,,,,,,,,,,,,,,,,,
#primary,1,A+,noK12,,,,,,,,,,,,,,,,,,,
matter,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
front office,1,+,noK12,,,,,,,,,,,,,,,,,,,
international school,1,STAM+,K-3,,,,,,,,,,,,,,,,,,,
addition,1,M,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
#languagedevelopment,1,TA+,08-Jul,,,,,,,,,,,,,,,,,,,
drupal,1,STE+,noK12,,,,,,,,,,,,,,,,,,,
technical drawing,1,TE,12-Sep,,,,,,,,,,,,,,,,,,,
middle school,1,M,"7-8, noK12",,,,,,,,,,,,,,,,,,,
#libraries,1,A+,noK12,,,,,,,,,,,,,,,,,,,
solar system,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
humanities,1,SA+,"9-12, noK12",,,,,,,,,,,,,,,,,,,
teacher prep,1,T,noK12,,,,,,,,,,,,,,,,,,,
cad,1,STEAM,noK12,,,,,,,,,,,,,,,,,,,
parent,1,+,noK12,,,,,,,,,,,,,,,,,,,
woodwork,1,TE,12-Sep,,,,,,,,,,,,,,,,,,,
project,1,+,06-Apr,,,,,,,,,,,,,,,,,,,
pharmacy,1,S,noK12,,,,,,,,,,,,,,,,,,,
misconceptions,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
conjuntos,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
community health,1,ST,noK12,,,,,,,,,,,,,,,,,,,
entrepreneurship,1,M+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
polynomials,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
personal growth,1,+,noK12,,,,,,,,,,,,,,,,,,,
experiential,1,A,K-3,,,,,,,,,,,,,,,,,,,
ap biology,1,ST,12-Sep,,,,,,,,,,,,,,,,,,,
student construction,1,T,08-Jul,,,,,,,,,,,,,,,,,,,
ap physics c,1,SM,12-Sep,,,,,,,,,,,,,,,,,,,
arduino,1,TEA,"4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
second languages,1,+,noK12,,,,,,,,,,,,,,,,,,,
environment education,1,ST,noK12,,,,,,,,,,,,,,,,,,,
flipped classroom,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
educat,1,A,K-3,,,,,,,,,,,,,,,,,,,
games,1,+,"K-3, 4-6, 7-8, 9-12",,,,,,,,,,,,,,,,,,,
molecular genetics,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
sales training,1,ST+,noK12,,,,,,,,,,,,,,,,,,,
differential equations,1,M,12-Sep,,,,,,,,,,,,,,,,,,,
philippine history,1,T+,noK12,,,,,,,,,,,,,,,,,,,
ngss,1,S,12-Sep,,,,,,,,,,,,,,,,,,,
units of inquiry,1,STM+,06-Apr,,,,,,,,,,,,,,,,,,,
classical languages,1,A+,"7-8, 9-12",,,,,,,,,,,,,,,,,,,
teach at the high school,1,TM,06-Apr,,,,,,,,,,,,,,,,,,,
